Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 2, Successful Raids,Sandeep Kandola,telugu titans,16,7,"Defender, left corner"
SEASON 2, Successful Raids,Kedar Lal,bengal warriors,9,7,Raider
SEASON 2, Successful Raids,Ashish Chhokar,bengaluru bulls,6,7,Raider
SEASON 2, Successful Raids,Pardeep Narwal,bengaluru bulls,6,7,Raider
SEASON 2, Successful Raids,Ravi V.,puneri paltan,2,5,Raider
SEASON 2, Successful Raids,Surender Singh,puneri paltan,2,4,Raider
SEASON 2, Successful Raids,Amit Hooda,patna pirates,12,4,"Defender, right corner"
SEASON 2, Successful Raids,Dadaso Balaso Awad,dabang delhi,7,4,All Rounder
SEASON 2, Successful Raids,Vijay Malik,patna pirates,7,4,Raider
SEASON 2, Successful Raids,Amit Kumar Tomar,dabang delhi,9,3,Raider
SEASON 2, Successful Raids,Mahesh Goud,bengal warriors,1,3,Raider
SEASON 2, Successful Raids,Rupesh Tomar,telugu titans,6,3,All Rounder
SEASON 2, Successful Raids,K. Prapanjan,u mumba,4,3,Raider
SEASON 2, Successful Raids,Deepak Kumar Dahiya,bengaluru bulls,2,3,Raider
SEASON 2, Successful Raids,Ravinder Pahal,dabang delhi,14,3,"Defender, right corner"
SEASON 2, Successful Raids,Preetam Chhillar,bengaluru bulls,12,2,All Rounder
SEASON 2, Successful Raids,Ashish Kumar,bengaluru bulls,5,2,"Defender, right cover"
SEASON 2, Successful Raids,Sandeep Tomar,dabang delhi,3,2,Raider
SEASON 2, Successful Raids,Surender Nada,u mumba,14,2,"Defender, left corner"
SEASON 2, Successful Raids,Manoj Kumar,puneri paltan,14,2,"Defender, left cover"
SEASON 2, Successful Raids,Kalimuthu Balamahendran,puneri paltan,6,2,"Defender, left corner"
SEASON 2, Successful Raids,Gangadhari Mallesh,jaipur pink,10,2,Raider
SEASON 2, Successful Raids,Simon Kibura,puneri paltan,3,1,Raider
SEASON 2, Successful Raids,Jeeva Kumar,u mumba,13,1,"Defender, right and left cover"
SEASON 2, Successful Raids,Nilesh Shinde,bengal warriors,12,1,"Defender, right corner"
SEASON 2, Successful Raids,Rohit Rana,jaipur pink,10,1,"Defender, left cover"
SEASON 2, Successful Raids,Somvir Shekhar,bengaluru bulls,14,1,"Defender, right cover"
SEASON 2, Successful Raids,Inderpal Bishnoi,dabang delhi,2,1,Raider
SEASON 2, Successful Raids,Sunil,patna pirates,9,1,"Defender, left corner"
SEASON 2, Successful Raids,Ravit Kumar,telugu titans,3,1,Raider
SEASON 2, Successful Raids,Hyunil Park,telugu titans,2,1,All Rounder
SEASON 2, Successful Raids,Suresu Kumar,u mumba,1,1,Raider
SEASON 2, Successful Raids,Parveen M. Jangra,bengal warriors,6,1,"Defender, left cover"
SEASON 2, Successful Raids,Kazuhiro Takano,jaipur pink,2,1,All Rounder
SEASON 2, Successful Raids,Mohammad Maghshoudulu,jaipur pink,4,1,All Rounder
SEASON 2, Successful Raids,Fazel Atrachali,u mumba,5,1,"Defender, left corner"
SEASON 1, Successful Raids,Anup Kumar,u mumba,16,123,Raider
SEASON 1, Successful Raids,Rahul Chaudhari,telugu titans,14,122,Raider
SEASON 1, Successful Raids,Maninder Singh,jaipur pink,16,103,Raider
SEASON 1, Successful Raids,Surjeet Narwal,dabang delhi,14,98,Raider
SEASON 1, Successful Raids,Ajay Thakur,bengaluru bulls,15,96,Raider
SEASON 1, Successful Raids,Kashiling Adake,dabang delhi,14,92,Raider
SEASON 1, Successful Raids,Ravi Dalal,patna pirates,16,87,Raider
SEASON 1, Successful Raids,Wazir Singh,puneri paltan,12,85,Raider
SEASON 1, Successful Raids,Jasvir Singh,jaipur pink,15,83,Raider
SEASON 1, Successful Raids,Nitin Madane,bengal warriors,12,78,Raider
SEASON 1, Successful Raids,Rakesh Kumar,patna pirates,12,76,All Rounder
SEASON 1, Successful Raids,Deepak Niwas Hooda,telugu titans,14,72,All Rounder
SEASON 1, Successful Raids,Sandeep Narwal,patna pirates,16,68,All Rounder
SEASON 1, Successful Raids,Sukesh Hegde,telugu titans,14,60,Raider
SEASON 1, Successful Raids,Rajesh Narwal,jaipur pink,16,59,All Rounder
SEASON 1, Successful Raids,Manjeet Chhillar,bengaluru bulls,16,53,All Rounder
SEASON 1, Successful Raids,Shabeer Bappu,u mumba,10,51,Raider
SEASON 1, Successful Raids,Rishank Devadiga,u mumba,16,45,Raider
SEASON 1, Successful Raids,Mahesh Goud,bengal warriors,13,40,Raider
SEASON 1, Successful Raids,Jang Kun Lee,bengal warriors,11,39,Raider
SEASON 1, Successful Raids,Shrikant Tewthia,dabang delhi,14,37,All Rounder
SEASON 1, Successful Raids,Pawan Kumar Kadian,u mumba,10,32,Raider
SEASON 1, Successful Raids,Rajesh Mondal,bengaluru bulls,15,32,Raider
SEASON 1, Successful Raids,Jitesh Joshi,puneri paltan,14,31,All Rounder
SEASON 1, Successful Raids,Sunil Jaipal,bengal warriors,13,22,Raider
