Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 6, Successful Tackles,Prateek,haryana steelers,6,2,All Rounder
SEASON 6, Successful Tackles,Deepak Kumar Dahiya,puneri paltan,11,2,Raider
SEASON 6, Successful Tackles,Nitin Tomar,puneri paltan,11,2,Raider
SEASON 6, Successful Tackles,Abolfazl Maghsodloumahali,u mumba,10,2,Raider
SEASON 6, Successful Tackles,Bhupender Singh,bengal warriors,4,2,All Rounder
SEASON 6, Successful Tackles,Jang Kun Lee,bengal warriors,18,2,Raider
SEASON 6, Successful Tackles,Sukesh Hegde,tamil thalaivas,17,2,Raider
SEASON 6, Successful Tackles,Prashanth Kumar Rai,up yoddha,21,2,Raider
SEASON 6, Successful Tackles,Mahendra Ganesh Rajput,gujarat fortunegiants,13,2,Raider
SEASON 6, Successful Tackles,Bajirao Hodage,jaipur pink,6,1,"Defender, right cover"
SEASON 6, Successful Tackles,Tae Deok Eom,patna pirates,11,1,All Rounder
SEASON 6, Successful Tackles,Ajay Thakur,tamil thalaivas,22,1,Raider
SEASON 6, Successful Tackles,Gangadhari Mallesh,jaipur pink,6,1,Raider
SEASON 6, Successful Tackles,Nithesh B R,bengaluru bulls,2,1,"Defender, right corner"
SEASON 6, Successful Tackles,Darshan Kadian,u mumba,14,1,Raider
SEASON 6, Successful Tackles,Rakesh Narwal,bengal warriors,6,1,Raider
SEASON 6, Successful Tackles,K. Prapanjan,gujarat fortunegiants,22,1,Raider
SEASON 6, Successful Tackles,E Subash,u mumba,2,1,All Rounder
SEASON 6, Successful Tackles,N. Shiva Ramakrishna,jaipur pink,1,1,All Rounder
SEASON 6, Successful Tackles,Anand Surendra Tomar,haryana steelers,5,1,Raider
SEASON 6, Successful Tackles,Tapas Pal,dabang delhi,2,1,All Rounder
SEASON 6, Successful Tackles,Pankaj,up yoddha,1,1,All Rounder
SEASON 6, Successful Tackles,Ajay Kumar,gujarat fortunegiants,13,1,Raider
SEASON 6, Successful Tackles,Sombir,telugu titans,4,1,Defender
SEASON 6, Successful Tackles,Athul MS,tamil thalaivas,19,1,Raider
SEASON 6, Successful Tackles,Amit Kharb,gujarat fortunegiants,6,1,"Defender, right cover"
SEASON 6, Successful Tackles,Vijay Kumar,patna pirates,4,1,"Defender, right corner"
SEASON 6, Successful Tackles,Vikram Kandola,gujarat fortunegiants,1,1,"Defender, left cover"
SEASON 6, Successful Tackles,Kamal Singh,telugu titans,8,1,Raider
SEASON 6, Successful Tackles,Armaan,telugu titans,4,1,All Rounder
SEASON 6, Successful Tackles,Aashish Nagar,up yoddha,3,1,"Defender, right corner"
SEASON 5, Successful Tackles,Surender Nada,haryana steelers,21,74,"Defender, left corner"
SEASON 5, Successful Tackles,PO Surjeet Singh,bengal warriors,24,72,"Defender, right cover"
SEASON 5, Successful Tackles,Vishal Bhardwaj,telugu titans,22,68,All Rounder
SEASON 5, Successful Tackles,Jaideep,patna pirates,26,66,"Defender, left corner"
SEASON 5, Successful Tackles,Abozar Mohajermighani,gujarat fortunegiants,24,63,Defender
SEASON 5, Successful Tackles,Girish Maruti Ernak,puneri paltan,21,61,"Defender, left corner"
SEASON 5, Successful Tackles,Surender Singh,u mumba,22,58,"Defender, right cover"
SEASON 5, Successful Tackles,Sunil Kumar,gujarat fortunegiants,24,55,"Defender, right cover"
SEASON 5, Successful Tackles,Amit Hooda,tamil thalaivas,22,55,"Defender, right corner"
SEASON 5, Successful Tackles,Fazel Atrachali,gujarat fortunegiants,24,54,"Defender, left corner"
SEASON 5, Successful Tackles,Mahender Singh,bengaluru bulls,22,52,"Defender, left cover"
SEASON 5, Successful Tackles,Ravinder Pahal,bengaluru bulls,19,49,"Defender, right corner"
SEASON 5, Successful Tackles,Sandeep Narwal,puneri paltan,21,49,All Rounder
SEASON 5, Successful Tackles,Ran Singh,bengal warriors,23,49,All Rounder
SEASON 5, Successful Tackles,Manjeet Chhillar,jaipur pink,15,46,All Rounder
SEASON 5, Successful Tackles,Nitesh Kumar,up yoddha,19,46,"Defender, right corner"
SEASON 5, Successful Tackles,Parvesh Bhainswal,gujarat fortunegiants,24,44,"Defender, left cover"
SEASON 5, Successful Tackles,Darshan J.,tamil thalaivas,20,39,"Defender, right cover"
SEASON 5, Successful Tackles,Jeeva Kumar,up yoddha,22,37,"Defender, right and left cover"
SEASON 5, Successful Tackles,Vishal Mane,patna pirates,26,36,"Defender, right cover"
SEASON 5, Successful Tackles,Mohit Chhillar,haryana steelers,20,35,"Defender, right corner"
SEASON 5, Successful Tackles,Vijay,patna pirates,19,34,Raider
SEASON 5, Successful Tackles,Sombir,telugu titans,17,33,"Defender, right corner"
SEASON 5, Successful Tackles,Shrikant Tewthia,bengal warriors,23,31,All Rounder
SEASON 5, Successful Tackles,Kuldeep Singh,bengaluru bulls,16,30,"Defender, left corner"
SEASON 5, Successful Tackles,C. Arun,tamil thalaivas,20,30,"Defender, left cover"
SEASON 5, Successful Tackles,Somvir Shekhar,jaipur pink,22,29,"Defender, right cover"
SEASON 5, Successful Tackles,Sagar B Krishna,up yoddha,17,29,All Rounder
SEASON 5, Successful Tackles,Monu,puneri paltan,19,29,Raider
SEASON 5, Successful Tackles,Ravi Kumar,puneri paltan,23,28,"Defender, right cover"
SEASON 5, Successful Tackles,Jawahar Dagar,patna pirates,18,26,Raider
SEASON 5, Successful Tackles,Kuldeep Singh,u mumba,20,25,All Rounder
SEASON 5, Successful Tackles,Sunil,dabang delhi,18,24,"Defender, left corner"
SEASON 5, Successful Tackles,Rohit Rana,telugu titans,21,24,"Defender, left cover"
SEASON 5, Successful Tackles,Dharmaraj Cheralathan,puneri paltan,18,24,"Defender, right and left corner"
SEASON 5, Successful Tackles,Vikash,haryana steelers,19,24,"Defender, right corner"
SEASON 5, Successful Tackles,Sidharth,jaipur pink,21,24,All Rounder
SEASON 5, Successful Tackles,Rakesh Singh Kumar,haryana steelers,19,23,"Defender, left cover"
SEASON 5, Successful Tackles,Farhad Rahimi Milaghardan,telugu titans,18,22,"Defender, right cover"
SEASON 5, Successful Tackles,Satpal,dabang delhi,10,22,"Defender, right corner"
SEASON 5, Successful Tackles,Sachin Shingade,patna pirates,26,21,"Defender, left cover"
SEASON 5, Successful Tackles,Anup Kumar,u mumba,21,19,Raider
SEASON 5, Successful Tackles,Nilesh Shinde,dabang delhi,15,19,"Defender, right corner"
SEASON 5, Successful Tackles,D. Pradap,tamil thalaivas,16,19,All Rounder
SEASON 5, Successful Tackles,Nitin Rawal,jaipur pink,21,19,Defender
SEASON 5, Successful Tackles,Ziaur Rahman,puneri paltan,16,18,"Defender, left cover"
SEASON 5, Successful Tackles,Manish,patna pirates,23,17,"Defender, right cover"
SEASON 5, Successful Tackles,Hadi Oshtorak,u mumba,16,17,All Rounder
SEASON 5, Successful Tackles,Rinku Narwal,puneri paltan,13,17,"Defender, left corner"
SEASON 5, Successful Tackles,Viraj Vishnu Landge,dabang delhi,19,16,"Defender, left cover"
SEASON 5, Successful Tackles,Pankaj,up yoddha,13,16,All Rounder
SEASON 5, Successful Tackles,Santhapanaselvam,jaipur pink,10,15,All Rounder
SEASON 5, Successful Tackles,Sunil Siddhgavali,jaipur pink,12,15,Raider
SEASON 5, Successful Tackles,Rajesh Narwal,up yoddha,16,15,All Rounder
SEASON 5, Successful Tackles,Rakesh Kumar,telugu titans,10,15,All Rounder
SEASON 5, Successful Tackles,Ashish Kumar,bengaluru bulls,20,14,"Defender, right cover"
SEASON 5, Successful Tackles,Swapnil Dilip Shinde,dabang delhi,13,13,"Defender, right cover"
SEASON 5, Successful Tackles,Deepak Niwas Hooda,puneri paltan,24,13,All Rounder
SEASON 5, Successful Tackles,Sachin,gujarat fortunegiants,24,13,Raider
SEASON 5, Successful Tackles,Vineet Sharma,tamil thalaivas,18,13,Raider
SEASON 5, Successful Tackles,Neeraj Kumar,haryana steelers,17,12,"Defender, right cover"
SEASON 5, Successful Tackles,Sunil Jaipal,bengaluru bulls,13,12,Raider
SEASON 5, Successful Tackles,Wazir Singh,haryana steelers,21,11,Raider
SEASON 5, Successful Tackles,Bajirao Hodage,dabang delhi,12,11,"Defender, right cover"
SEASON 5, Successful Tackles,Rohit Kumar,bengaluru bulls,22,11,Raider
SEASON 5, Successful Tackles,Monu Goyat,patna pirates,26,10,Raider
SEASON 5, Successful Tackles,Akshay Jadhav,puneri paltan,10,10,Raider
SEASON 5, Successful Tackles,N. Renjith,u mumba,11,10,"Defender, left corner"
SEASON 5, Successful Tackles,Yatharth Deshwal,dabang delhi,6,10,All Rounder
SEASON 5, Successful Tackles,Shrikant Jadhav,u mumba,19,10,Raider
SEASON 5, Successful Tackles,Ajay Thakur,tamil thalaivas,22,9,Raider
SEASON 5, Successful Tackles,Rahul Chaudhari,telugu titans,22,9,Raider
SEASON 5, Successful Tackles,Joginder Singh Narwal,u mumba,8,9,"Defender, left corner"
SEASON 5, Successful Tackles,Vinod Kumar,patna pirates,21,9,Raider
SEASON 5, Successful Tackles,Tapas Pal,dabang delhi,5,9,All Rounder
SEASON 5, Successful Tackles,Nitin Tomar,up yoddha,20,9,Raider
SEASON 5, Successful Tackles,Rohit Baliyan,dabang delhi,17,9,Raider
SEASON 5, Successful Tackles,Vinod Kumar,bengal warriors,19,8,Raider
SEASON 5, Successful Tackles,Meraj Sheykh,dabang delhi,20,8,All Rounder
SEASON 5, Successful Tackles,Santhosh B.S,up yoddha,9,8,"Defender, left corner"
SEASON 5, Successful Tackles,Kashiling Adake,u mumba,20,7,Raider
SEASON 5, Successful Tackles,Gurvinder Singh,bengaluru bulls,9,7,Raider
SEASON 5, Successful Tackles,Deepak Yadav,u mumba,4,7,"Defender, right cover"
SEASON 5, Successful Tackles,Kuldeep Singh,haryana steelers,5,6,All Rounder
SEASON 5, Successful Tackles,Vishal,dabang delhi,5,6,All Rounder
SEASON 5, Successful Tackles,Rahul Kumar,bengal warriors,10,6,"Defender, right cover"
SEASON 5, Successful Tackles,Manoj Dhull,jaipur pink,9,6,"Defender, right corner"
SEASON 5, Successful Tackles,Sachin Kumar,bengaluru bulls,9,6,"Defender, left corner"
SEASON 5, Successful Tackles,D. Suresh Kumar,u mumba,5,6,"Defender, right cover"
SEASON 5, Successful Tackles,Mahendra Ganesh Rajput,gujarat fortunegiants,17,5,Raider
SEASON 5, Successful Tackles,Nilesh Salunke,telugu titans,21,5,Raider
SEASON 5, Successful Tackles,Abolfazl Maghsodloumahali,dabang delhi,19,5,Raider
SEASON 5, Successful Tackles,Hadi Tajik,up yoddha,9,5,"Defender, right corner"
SEASON 5, Successful Tackles,Mohsen Maghsoudloujafari,telugu titans,16,5,Raider
SEASON 5, Successful Tackles,Vikash,bengal warriors,4,5,All Rounder
SEASON 5, Successful Tackles,Gurvinder Singh,up yoddha,5,5,"Defender, left cover"
SEASON 5, Successful Tackles,Vikas Kumar,telugu titans,14,4,Raider
SEASON 5, Successful Tackles,Darshan Kadian,u mumba,16,4,Raider
SEASON 5, Successful Tackles,Sanket Chavan,tamil thalaivas,7,4,"Defender, left corner"
SEASON 5, Successful Tackles,Preetam Chhillar,bengaluru bulls,16,4,All Rounder
SEASON 5, Successful Tackles,Mahesh Goud,up yoddha,21,4,Raider
SEASON 5, Successful Tackles,Rishank Devadiga,up yoddha,21,4,Raider
SEASON 5, Successful Tackles,CPO Surjeet Singh,haryana steelers,17,4,Raider
SEASON 5, Successful Tackles,Vikas Jaglan,patna pirates,13,3,Raider
SEASON 5, Successful Tackles,Ravi Dalal,dabang delhi,5,3,Raider
SEASON 5, Successful Tackles,Jasvir Singh,jaipur pink,15,3,Raider
SEASON 5, Successful Tackles,Jeeva Gopal,haryana steelers,6,3,"Defender, left cover"
SEASON 5, Successful Tackles,Ashish Chhokar,haryana steelers,5,3,Raider
SEASON 5, Successful Tackles,Tushar Patil,jaipur pink,17,3,Raider
SEASON 5, Successful Tackles,Vijin Thangadurai,tamil thalaivas,12,3,"Defender, right cover"
SEASON 5, Successful Tackles,Deepak Kumar Rathee,haryana steelers,6,3,All Rounder
SEASON 5, Successful Tackles,Vijay Kumar,tamil thalaivas,8,3,"Defender, left corner"
SEASON 5, Successful Tackles,Rohit Gulia,gujarat fortunegiants,19,3,All Rounder
SEASON 5, Successful Tackles,Satish,patna pirates,10,3,"Defender, right corner"
SEASON 5, Successful Tackles,Muruthu M,tamil thalaivas,3,3,"Defender, right cover"
SEASON 5, Successful Tackles,Rakshith,telugu titans,6,2,Raider
SEASON 5, Successful Tackles,Tushar Balaram Bhoir,dabang delhi,8,2,"Defender, right cover"
SEASON 5, Successful Tackles,E Subash,u mumba,2,2,All Rounder
SEASON 5, Successful Tackles,Elangeshwaran R,telugu titans,5,2,All Rounder
SEASON 5, Successful Tackles,M. Thivakaran,tamil thalaivas,9,2,Raider
SEASON 5, Successful Tackles,Babu M,haryana steelers,2,2,"Defender, left cover"
SEASON 5, Successful Tackles,More GB,puneri paltan,6,2,Raider
SEASON 5, Successful Tackles,Shashank Wankhede,bengal warriors,3,2,"Defender, left cover"
SEASON 5, Successful Tackles,Young Chang Ko,bengal warriors,14,2,"Defender, left cover"
SEASON 5, Successful Tackles,Anil Kumar,tamil thalaivas,5,2,"Defender, left corner"
SEASON 5, Successful Tackles,Kuldeep,bengal warriors,5,2,Raider
SEASON 5, Successful Tackles,Surender Singh,up yoddha,18,2,Raider
SEASON 5, Successful Tackles,Vinod Kumar,telugu titans,4,2,"Defender, left cover"
SEASON 5, Successful Tackles,Deepak Narwal,bengal warriors,16,2,Raider
SEASON 5, Successful Tackles,Deepak Kumar Dahiya,haryana steelers,16,2,Raider
SEASON 5, Successful Tackles,Maninder Singh,bengal warriors,21,2,Raider
SEASON 5, Successful Tackles,Parmod Narwal,haryana steelers,6,2,All Rounder
SEASON 5, Successful Tackles,Shabeer Bappu,u mumba,12,2,Raider
SEASON 5, Successful Tackles,Sukesh Hegde,gujarat fortunegiants,18,2,Raider
SEASON 5, Successful Tackles,Rupesh Tomar,dabang delhi,1,1,All Rounder
SEASON 5, Successful Tackles,Manoj Kumar,gujarat fortunegiants,5,1,"Defender, left cover"
SEASON 5, Successful Tackles,Rajesh Mondal,puneri paltan,24,1,Raider
SEASON 5, Successful Tackles,Prashanth Kumar Rai,haryana steelers,16,1,Raider
SEASON 5, Successful Tackles,Rakesh Narwal,gujarat fortunegiants,6,1,Raider
SEASON 5, Successful Tackles,K. Prapanjan,tamil thalaivas,22,1,Raider
SEASON 5, Successful Tackles,Ravinder Kumar,jaipur pink,1,1,"Defender, right corner"
SEASON 5, Successful Tackles,Mayur Shivtarkar,haryana steelers,5,1,All Rounder
SEASON 5, Successful Tackles,Vishnu Uthaman,patna pirates,3,1,Raider
SEASON 5, Successful Tackles,Anil Kumar,tamil thalaivas,5,1,"Defender, left cover"
SEASON 5, Successful Tackles,Pawan Kumar Sehrawat,gujarat fortunegiants,9,1,Raider
SEASON 5, Successful Tackles,Rahul Choudhary,jaipur pink,5,1,Raider
SEASON 5, Successful Tackles,Ajvender Singh,up yoddha,2,1,Raider
SEASON 5, Successful Tackles,Rohit Kumar,up yoddha,7,1,"Defender, right cover"
SEASON 5, Successful Tackles,R. Sriram,dabang delhi,11,1,Raider
SEASON 5, Successful Tackles,Sanoj Kumar,up yoddha,2,1,"Defender, left cover"
SEASON 4, Successful Tackles,Amit Hooda,jaipur pink,16,47,"Defender, right corner"
SEASON 4, Successful Tackles,Fazel Atrachali,patna pirates,16,45,"Defender, left corner"
SEASON 4, Successful Tackles,Mohit Chhillar,bengaluru bulls,14,44,"Defender, right corner"
SEASON 4, Successful Tackles,Manjeet Chhillar,puneri paltan,12,43,All Rounder
SEASON 4, Successful Tackles,Sandeep Narwal,telugu titans,16,40,All Rounder
SEASON 4, Successful Tackles,Sachin Shingade,dabang delhi,14,39,"Defender, left cover"
SEASON 4, Successful Tackles,Sandeep Kumar Dhull,telugu titans,12,35,"Defender, left corner"
SEASON 4, Successful Tackles,Ravinder Pahal,puneri paltan,14,35,"Defender, right corner"
SEASON 4, Successful Tackles,PO Surjeet Singh,u mumba,14,33,"Defender, right cover"
SEASON 4, Successful Tackles,Joginder Singh Narwal,puneri paltan,16,32,"Defender, left corner"
SEASON 4, Successful Tackles,Dharmaraj Cheralathan,patna pirates,14,31,"Defender, right and left corner"
SEASON 4, Successful Tackles,Vinod Kumar,telugu titans,12,30,"Defender, left cover"
SEASON 4, Successful Tackles,Surender Nada,bengaluru bulls,13,29,"Defender, left corner"
SEASON 4, Successful Tackles,Kuldeep Singh,patna pirates,15,29,All Rounder
SEASON 4, Successful Tackles,Vishal Mane,bengal warriors,14,28,"Defender, right cover"
SEASON 4, Successful Tackles,Ran Singh,jaipur pink,16,27,All Rounder
SEASON 4, Successful Tackles,Nilesh Shinde,bengal warriors,12,26,"Defender, right corner"
SEASON 4, Successful Tackles,Jeeva Kumar,u mumba,14,24,"Defender, right and left cover"
SEASON 4, Successful Tackles,Rakesh Kumar,u mumba,14,23,All Rounder
SEASON 4, Successful Tackles,Girish Maruti Ernak,bengal warriors,12,23,"Defender, left corner"
SEASON 4, Successful Tackles,Somvir Shekhar,puneri paltan,16,21,"Defender, right cover"
SEASON 4, Successful Tackles,Bajirao Hodage,patna pirates,14,20,"Defender, right cover"
SEASON 4, Successful Tackles,D. Suresh Kumar,dabang delhi,14,19,"Defender, right cover"
SEASON 4, Successful Tackles,Jasmer Singh Gulia,telugu titans,13,19,All Rounder
SEASON 4, Successful Tackles,Rajesh Narwal,jaipur pink,16,18,All Rounder
SEASON 4, Successful Tackles,Ashish Kumar,bengaluru bulls,14,17,"Defender, right cover"
SEASON 4, Successful Tackles,Sunil,u mumba,10,15,"Defender, left corner"
SEASON 4, Successful Tackles,C. Arun,bengal warriors,14,14,"Defender, left cover"
SEASON 4, Successful Tackles,S Mahalingam,telugu titans,11,14,All Rounder
SEASON 4, Successful Tackles,Amit Singh Chhillar,bengal warriors,9,13,"Defender, left corner"
SEASON 4, Successful Tackles,Sanket Chavan,dabang delhi,6,11,"Defender, left corner"
SEASON 4, Successful Tackles,Anil Kumar,dabang delhi,9,11,"Defender, left corner"
SEASON 4, Successful Tackles,Prashant Chavan,dabang delhi,9,10,"Defender, right corner"
SEASON 4, Successful Tackles,Anup Kumar,u mumba,14,9,Raider
SEASON 4, Successful Tackles,Hadi Oshtorak,patna pirates,7,9,All Rounder
SEASON 4, Successful Tackles,Meraj Sheykh,dabang delhi,14,9,All Rounder
SEASON 4, Successful Tackles,Kashiling Adake,dabang delhi,13,8,Raider
SEASON 4, Successful Tackles,Mahipal Narwal,jaipur pink,14,7,All Rounder
SEASON 4, Successful Tackles,Shabeer Bappu,jaipur pink,12,6,Raider
SEASON 4, Successful Tackles,Rohit Kumar,bengaluru bulls,14,6,Raider
SEASON 4, Successful Tackles,Sagar B Krishna,telugu titans,11,6,All Rounder
SEASON 4, Successful Tackles,Vishal Bhardwaj,telugu titans,2,6,All Rounder
SEASON 4, Successful Tackles,D. Gopu,dabang delhi,5,5,"Defender, right and left corner"
SEASON 4, Successful Tackles,Surjeet Narwal,bengal warriors,5,4,Raider
SEASON 4, Successful Tackles,CPO Surjeet Singh,patna pirates,10,4,Raider
SEASON 4, Successful Tackles,Jasvir Singh,jaipur pink,14,4,Raider
SEASON 4, Successful Tackles,Deepak Niwas Hooda,puneri paltan,16,4,All Rounder
SEASON 4, Successful Tackles,Jang Kun Lee,bengal warriors,11,4,Raider
SEASON 4, Successful Tackles,Manoj Kumar,bengaluru bulls,8,4,"Defender, left cover"
SEASON 4, Successful Tackles,Rohit Rana,jaipur pink,5,3,"Defender, left cover"
SEASON 4, Successful Tackles,Rupesh Tomar,telugu titans,3,3,All Rounder
SEASON 4, Successful Tackles,Rahul Chaudhari,telugu titans,16,3,Raider
SEASON 4, Successful Tackles,Parvesh Bhainswal,jaipur pink,7,3,"Defender, left cover"
SEASON 4, Successful Tackles,Umesh Mhatre,dabang delhi,2,3,Raider
SEASON 4, Successful Tackles,Suresu Kumar,u mumba,11,3,Raider
SEASON 4, Successful Tackles,Monu Goyat,bengal warriors,13,3,Raider
SEASON 4, Successful Tackles,Jawahar Dagar,jaipur pink,6,2,Raider
SEASON 4, Successful Tackles,Preetam Chhillar,puneri paltan,8,2,All Rounder
SEASON 4, Successful Tackles,Vijin Thangadurai,patna pirates,9,2,"Defender, right cover"
SEASON 4, Successful Tackles,Yogesh Hooda,bengaluru bulls,5,2,Raider
SEASON 4, Successful Tackles,Surender Singh,u mumba,11,2,Raider
SEASON 4, Successful Tackles,Rahul Kumar,bengaluru bulls,9,2,"Defender, right cover"
SEASON 4, Successful Tackles,Anil Kumar,patna pirates,4,2,"Defender, left cover"
SEASON 4, Successful Tackles,Rajesh Mondal,patna pirates,15,2,Raider
SEASON 4, Successful Tackles,Nitin Madane,bengal warriors,13,1,Raider
SEASON 4, Successful Tackles,Ajay Thakur,puneri paltan,16,1,Raider
SEASON 4, Successful Tackles,Shrikant Tewthia,jaipur pink,4,1,All Rounder
SEASON 4, Successful Tackles,Parmod Narwal,puneri paltan,8,1,All Rounder
SEASON 4, Successful Tackles,Pawan Kumar Kadian,bengaluru bulls,9,1,Raider
SEASON 4, Successful Tackles,Nitin Tomar,puneri paltan,12,1,Raider
SEASON 4, Successful Tackles,Nilesh Salunke,telugu titans,15,1,Raider
SEASON 4, Successful Tackles,Hadi Tajik,dabang delhi,1,1,"Defender, right corner"
SEASON 4, Successful Tackles,Sumit Singh,bengaluru bulls,5,1,Raider
SEASON 4, Successful Tackles,Ajay Singh,bengaluru bulls,1,1,"Defender, left corner"
SEASON 4, Successful Tackles,Ravindra Ramesh Kumawat,bengal warriors,2,1,All Rounder
SEASON 4, Successful Tackles,Tushar Patil,jaipur pink,8,1,Raider
SEASON 4, Successful Tackles,Manoj Dhull,u mumba,2,1,"Defender, right corner"
SEASON 4, Successful Tackles,Pardeep Narwal,patna pirates,16,1,Raider
SEASON 4, Successful Tackles,Deepak Kumar Dahiya,bengaluru bulls,7,1,Raider
SEASON 4, Successful Tackles,Vinod Kumar,bengaluru bulls,9,1,Raider
SEASON 3, Successful Tackles,Manjeet Chhillar,puneri paltan,15,56,All Rounder
SEASON 3, Successful Tackles,Sandeep Narwal,patna pirates,14,53,All Rounder
SEASON 3, Successful Tackles,PO Surjeet Singh,puneri paltan,12,47,"Defender, right cover"
SEASON 3, Successful Tackles,Mohit Chhillar,u mumba,13,44,"Defender, right corner"
SEASON 3, Successful Tackles,Jasmer Singh Gulia,puneri paltan,16,41,All Rounder
SEASON 3, Successful Tackles,Bajirao Hodage,bengal warriors,16,36,"Defender, right cover"
SEASON 3, Successful Tackles,Girish Maruti Ernak,bengal warriors,11,33,"Defender, left corner"
SEASON 3, Successful Tackles,Fazel Atrachali,u mumba,11,32,"Defender, left corner"
SEASON 3, Successful Tackles,Jeeva Kumar,u mumba,16,30,"Defender, right and left cover"
SEASON 3, Successful Tackles,Nilesh Shinde,bengal warriors,16,30,"Defender, right corner"
SEASON 3, Successful Tackles,Dharmaraj Cheralathan,telugu titans,14,28,"Defender, right and left corner"
SEASON 3, Successful Tackles,Sunil,patna pirates,15,28,"Defender, left corner"
SEASON 3, Successful Tackles,Sandeep Kumar Dhull,dabang delhi,10,26,"Defender, left corner"
SEASON 3, Successful Tackles,Ashish Kumar,bengaluru bulls,13,25,"Defender, right cover"
SEASON 3, Successful Tackles,Ravinder Pahal,dabang delhi,11,22,"Defender, right corner"
SEASON 3, Successful Tackles,Ran Singh,jaipur pink,14,21,All Rounder
SEASON 3, Successful Tackles,Somvir,bengaluru bulls,14,20,"Defender, left cover"
SEASON 3, Successful Tackles,Anil Kumar,dabang delhi,11,19,"Defender, left cover"
SEASON 3, Successful Tackles,Meraj Sheykh,telugu titans,14,18,All Rounder
SEASON 3, Successful Tackles,Rajesh Narwal,jaipur pink,14,18,All Rounder
SEASON 3, Successful Tackles,Hadi Oshtorak,patna pirates,10,17,All Rounder
SEASON 3, Successful Tackles,Rakesh Kumar,u mumba,15,16,All Rounder
SEASON 3, Successful Tackles,Vinod Kumar,patna pirates,9,16,"Defender, left cover"
SEASON 3, Successful Tackles,D. Suresh Kumar,patna pirates,12,16,"Defender, right cover"
SEASON 3, Successful Tackles,Vishal Mane,u mumba,13,16,"Defender, right cover"
SEASON 3, Successful Tackles,Rohit Rana,jaipur pink,12,14,"Defender, left cover"
SEASON 3, Successful Tackles,Surender Nada,u mumba,7,13,"Defender, left corner"
SEASON 3, Successful Tackles,Manoj Kumar,telugu titans,11,13,"Defender, left cover"
SEASON 3, Successful Tackles,Shrikant Tewthia,bengaluru bulls,13,12,All Rounder
SEASON 3, Successful Tackles,Vikas Kale,telugu titans,9,12,"Defender, right cover"
SEASON 3, Successful Tackles,C. Arun,jaipur pink,11,12,"Defender, left cover"
SEASON 3, Successful Tackles,Rahul Kumar,telugu titans,11,12,"Defender, right cover"
SEASON 3, Successful Tackles,Deepak Kumar Rathee,bengaluru bulls,14,11,All Rounder
SEASON 3, Successful Tackles,Amit Hooda,patna pirates,4,11,"Defender, right corner"
SEASON 3, Successful Tackles,Kuldeep Singh,jaipur pink,10,11,All Rounder
SEASON 3, Successful Tackles,Rahul Chaudhari,telugu titans,13,10,Raider
SEASON 3, Successful Tackles,Jang Kun Lee,bengal warriors,15,9,Raider
SEASON 3, Successful Tackles,Preetam Chhillar,bengaluru bulls,11,9,All Rounder
SEASON 3, Successful Tackles,Mahipal Narwal,patna pirates,4,8,All Rounder
SEASON 3, Successful Tackles,Ravi Kumar,puneri paltan,12,8,"Defender, right cover"
SEASON 3, Successful Tackles,Gangadhari Mallesh,jaipur pink,10,8,Raider
SEASON 3, Successful Tackles,Rishank Devadiga,u mumba,16,8,Raider
SEASON 3, Successful Tackles,Deepak Niwas Hooda,puneri paltan,12,7,All Rounder
SEASON 3, Successful Tackles,Rohit Kumar,patna pirates,12,7,Raider
SEASON 3, Successful Tackles,Pawan Kumar Sehrawat,bengaluru bulls,13,6,Raider
SEASON 3, Successful Tackles,Rajaguru Subramanian,dabang delhi,7,6,"Defender, right cover"
SEASON 3, Successful Tackles,Nitin More,bengal warriors,10,5,"Defender, left cover"
SEASON 3, Successful Tackles,Amit Singh Chhillar,dabang delhi,5,5,"Defender, left corner"
SEASON 3, Successful Tackles,Pardeep Narwal,patna pirates,16,5,Raider
SEASON 3, Successful Tackles,Samarjeet Singh,jaipur pink,5,5,All Rounder
SEASON 3, Successful Tackles,Mahendra Ganesh Rajput,bengal warriors,8,5,Raider
SEASON 3, Successful Tackles,Sachin Shingade,puneri paltan,2,5,"Defender, left cover"
SEASON 3, Successful Tackles,Jagdeesha K.K.,jaipur pink,7,5,"Defender, right corner"
SEASON 3, Successful Tackles,Manpreet Singh,patna pirates,13,5,Raider
SEASON 3, Successful Tackles,Umesh Mhatre,bengal warriors,6,4,Raider
SEASON 3, Successful Tackles,Amit Om Prakash Rathi,bengaluru bulls,8,4,Raider
SEASON 3, Successful Tackles,Ajay Thakur,puneri paltan,14,4,Raider
SEASON 3, Successful Tackles,Shyam Kumar Sah,bengal warriors,7,4,"Defender, left cover"
SEASON 3, Successful Tackles,Prashant Chavan,puneri paltan,6,3,"Defender, right corner"
SEASON 3, Successful Tackles,Anup Kumar,u mumba,13,3,Raider
SEASON 3, Successful Tackles,Navneet Gautam,jaipur pink,7,3,"Defender, left corner"
SEASON 3, Successful Tackles,Kashiling Adake,dabang delhi,11,3,Raider
SEASON 3, Successful Tackles,Kuldeep Singh,dabang delhi,1,3,"Defender, left corner"
SEASON 3, Successful Tackles,Deepak Kumar,bengal warriors,3,3,"Defender, left corner"
SEASON 3, Successful Tackles,Surjeet Narwal,bengaluru bulls,12,3,Raider
